question_en,question_ko,answer_en,answer_ko,category,ef_factor,created_at,modified_at
What is the pseudocode Kruskal's algorithm?,의사 코드 크루스칼의 알고리즘은 무엇인가요?,"KRUSKAL(G):
A = ∅
foreach v ∈ G.V:
   MAKE-SET(v)
foreach (u, v) in G.E ordered by weight(u, v), increasing:
   if FIND-SET(u) ≠ FIND-SET(v):
      A = A ∪ {(u, v)}
      UNION(u, v)
return A","KRUSKAL(G):
A = ∅
foreach v ∈ G.V:
   MAKE-SET(v)
foreach (u, v) in G.E ordered by weight(u, v), increasing:
   if FIND-SET(u) ≠ FIND-SET(v):
      A = A ∪ {(u, v)}
      UNION(u, v)
return A",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is the time complexity of Kruskal's algorithm?,크루스칼 알고리즘의 time complexity는 얼마인가요?,"O(E log V)
or
O(e log e + e α(v) + v)","O(E 로그 V)
또는
O(e log e + e α(v) + v)",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is Kruskal's algorithm?,크루스칼의 알고리즘은 무엇인가요?,"Kruskal's algorithm is a minimum-spanning-tree algorithm which finds an edge of the least possible weight that connects any two trees in the forest. It is a greedy algorithm in graph theory as it finds a minimum spanning tree for a connected weighted graph adding increasing cost arcs at each step. This means it finds a subset of the edges that forms a tree that includes every vertex, where the total weight of all the edges in the tree is minimized. If the graph is not connected, then it finds a minimum spanning forest (a minimum spanning tree for each connected component).","크루스칼의 알고리즘은 최소 스패닝 트리 알고리즘으로, 숲의 두 트리를 연결하는 최소 가중치의 엣지를 찾습니다. 이 알고리즘은 연결된 가중치 그래프에 대해 각 단계에서 비용 증가 호를 추가하는 최소 스패닝 트리를 찾기 때문에 그래프 이론에서 탐욕스러운 알고리즘입니다. 즉, 트리의 모든 엣지의 총 가중치가 최소화되는 모든 정점을 포함하는 트리를 구성하는 엣지의 하위 집합을 찾습니다. 그래프가 연결되지 않은 경우 최소 스패닝 포REST(연결된 각 구성 요소에 대한 최소 스패닝 트리)를 찾습니다.",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
How can you find the number of connected components?,연결된 구성 요소의 수를 어떻게 찾을 수 있나요?,"For each node:
  if node not yet visited, increment component count and do DFS.","각 노드에 대해:
  노드가 아직 방문하지 않은 경우 구성 요소 수를 늘리고 DFS를 수행합니다.",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
How can you get a topological sort with DFS?,DFS를 사용하여 위상 정렬을 어떻게 얻을 수 있나요?,"Do a DFS, and when each node is being marked as complete, add node to a list.
Reverse the list.","DFS를 수행하고 각 노드가 완료로 표시되면 노드를 목록에 추가합니다.
목록을 뒤집으세요.",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
How can you check for a cycle with DFS?,DFS와의 주기를 어떻게 확인할 수 있나요?,"for each neighbor node:
if not marked as visited (and is not parent) then DFS
else it's a cycle","각 이웃 노드에 대해:
방문한 것으로 표시되지 않고 부모가 아닌 경우 DFS
그렇지 않으면 주기입니다",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
How can you get the strongly connected components of a graph?,그래프의 강하게 연결된 구성 요소를 어떻게 얻을 수 있나요?,"1. DFS - calculate the finish times for each node
2. Reverse the edges in the graph
3. Call DFS on nodes in reverse graph in reverse order of finishing times.","1. DFS - 각 노드의 완료 시간 계산
2. 그래프의 가장자리를 뒤집습니다
3. 역 그래프의 노드에서 완료 시간의 역순으로 DFS를 호출합니다.",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
How do you reverse the edges in a directed graph represented as an adjacency matrix?,인접 행렬로 표시된 방향 그래프의 가장자리를 어떻게 되돌리나요?,"Transpose the matrix, so [i, j] becomes [j, i]","행렬을 전치하면 [i, j]가 [j, i]가 됩니다",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
How can you find the shortest path on a DAG?,DAG에서 가장 짧은 경로를 어떻게 찾을 수 있나요?,"1. Topological sort
2. follow the topological sort, relaxing edges","1. 위상 정렬
2. 위상 정렬을 따르고 편안한 가장자리를 유지합니다",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
How to find the longest path on a weighted DAG?,가중 DAG에서 가장 긴 경로를 찾는 방법은 무엇인가요?,"1. Set all edges to their negative weight.
2. Topological sort 
3. follow the topological sort, relaxing edges","1. 모든 모서리를 음의 무게로 설정하세요.
2. 위상 정렬 
3. 위상 정렬을 따르고 편안한 가장자리를 유지합니다",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is the diameter of a graph?,그래프의 지름은 얼마인가요?,"The shortest path of the farthest nodes. That is, it is the greatest distance between any pair of vertices. To find the diameter of a graph, first find the shortest path between each pair of vertices. The greatest length of any of these paths is the diameter of the graph.","가장 먼 노드 중 가장 짧은 경로입니다. 즉, 정점 쌍 사이의 가장 큰 거리입니다. 그래프의 지름을 구하려면 먼저 각 정점 쌍 사이의 최단 경로를 구합니다. 이러한 경로 중 가장 long long는 그래프의 지름입니다.",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
Under what condition can you not use Djikstra's algorithm?,어떤 조건에서 지크스트라의 알고리즘을 사용할 수 없나요?,When the graph contains a negative edge. Can cause a cycle that will be traversed infinitely.,그래프에 음의 간선이 포함된 경우. 무한히 순환하는 사이클을 일으킬 수 있습니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
"In plain words, how does Kruskal's algorithm work?","간단히 말해서, 크루스칼의 알고리즘은 어떻게 작동하나요?","1. Create a set T and list for result
2. Make a list of all edges in G
3. Sort edges by weight, from least to greatest.
4. Iterate edges in sorted order.
5. For each edge, if u and v are not in T, add u and v to T, and add edge to result list.","1. 집합 T를 생성하고 결과를 위한 목록 만들기
2. G의 모든 간선 목록 만들기
3. 가장자리를 최소부터 최대까지 무게별로 정렬합니다.
4. 모서리를 정렬된 순서대로 반복합니다.
5. 각 간선마다 u와 v가 T에 속하지 않으면 u와 v를 T에 더하고, 결과 목록에 간선을 추가하세요.",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What can most dynamic programming problems be expressed as?,가장 동적인 프로그래밍 문제는 무엇으로 표현할 수 있나요?,Finding the shortest path in a DAG. Formulating it this way ensures you can solve it in linear or linearithmic time.,DAG에서 최단 경로를 찾습니다. 이렇게 공식화하면 선형 또는 선형 산술 시간 내에 해결할 수 있습니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What metric can you use to measure the badness of a line in a text justification problem?,텍스트 정당화 문제에서 선의 불량성을 측정하는 데 사용할 수 있는 지표는 무엇인가요?,"(page width - text width)^3
Minimize the sum of the badness of the lines.","(페이지 너비 - 텍스트 너비)^3
선의 심각도의 합을 최소화하세요.",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
How can you tell if a graph is 2-colorable?,그래프가 2색인지 어떻게 알 수 있나요?,If it's bipartite. All trees are bipartite.,이분법적이라면. 모든 나무는 이분법적입니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is it called when you have too many base cases in your recursion?,재귀 중에 베이스 케이스가 너무 많을 때 그것을 뭐라고 부르나요?,arm's length recursion,팔 길이 재귀,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is the base case of a recursion?,재귀의 기본 사례는 무엇인가요?,The code required to give the solution to the smallest subproblem.,가장 작은 하위 문제에 대한 해결책을 제시하는 데 필요한 코드입니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is the formula for n choose k?,n 선택 k의 공식은 무엇인가요?,n! / k!(n - k)!,n! / k!(n - k)!,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is the general outline of a backtracking algorithm?,역추적 알고리즘의 일반적인 개요는 무엇인가요?,"def solve(conf):
    if (no more choices):
        return conf
    
    choices = get_available_choices

    for choice in choices:
        c = pick one
        if solve(conf using c):
            return true
        unmake choice c

    return false","def solve(conf):
    if (no more choices):
        return conf
    
    choices = get_available_choices

    for choice in choices:
        c = pick one
        if solve(conf using c):
            return true
        unmake choice c

    return false",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What kinds of problems is dynamic programming best suited for?,동적 프로그래밍은 어떤 종류의 문제에 가장 적합한가요?,"- optimizing left to right sequences (strings, tree nodes as array, permutations)
- search all possibilities while storing results to avoid recomputing","- 왼쪽에서 오른쪽 시퀀스 최적화(strings, 배열로서의 트리 노드, 순열)
- 결과를 저장하면서 모든 가능성을 검색하여 다시 계산하지 않도록 합니다",CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is n choose n?,n 선택이란 무엇인가요?,1,1,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is n choose 1?,n 선택 1이란 무엇인가요?,n,n,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is n choose 0?,n 선택 0이란 무엇인가요?,1,1,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is the Floyd-Warshall algorithm?,플로이드-워샬 알고리즘이란 무엇인가요?,The Floyd–Warshall algorithm is a dynamic programming algorithm for finding shortest paths in a weighted graph with positive or negative edge weights (but with no negative cycles).,플로이드-워샬 알고리즘은 양의 또는 음의 에지 가중치를 가진 가중 그래프에서 최단 경로를 찾기 위한 동적 프로그래밍 알고리즘입니다(음의 사이클은 없지만).,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is the Bayes' rule (formula)?,베이즈의 규칙(공식)은 무엇인가요?,P(A|B) = (P(B|A) * P(A)) / P(B),P(A|B) = (P(B|A) * P(A)) / P(B),CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
How would you calculate P(A|B)?,P(A|B)를 어떻게 계산하시겠습니까?,P(A and B) / P(B),P(A and B) / P(B),CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
How would you calculate P(A and B)?,P(A와 B)를 어떻게 계산하시겠습니까?,P(A) * P(B),P(A) * P(B),CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
How would you calculate P(A or B)?,P(A 또는 B)를 어떻게 계산하시겠습니까?,P(A) + P(B) - P(AB),P(A) + P(B) - P(AB),CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What's another way to write P(A and B)?,P(A와 B)를 쓰는 또 다른 방법은 무엇인가요?,P(AB),P(AB),CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is a Markov chain?,마르코프 연쇄란 무엇인가요?,A Markov chain consists of states linked by transitions labeled with probabilities. The states do not have to be words. They could represent any state.,마르코프 연쇄는 확률로 표시된 전이로 연결된 상태로 구성됩니다. 상태는 반드시 단어일 필요는 없습니다. 어떤 상태든 나타낼 수 있습니다.,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
Write a function that computes the sqrt(n) using binary search.,이진 검색을 사용하여 제곱근(n)을 계산하는 함수를 작성하세요.,How?,어떻게?,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is P(A|A)?,What is P(A|A)?,1,1,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
At how many items should you expect a collision when hashing among n buckets?,n개의 버킷을 해싱할 때 충돌이 예상되는 항목은 몇 개인가요?,At sqrt(n) the probability is 1/2,sqrt(n)에서 확률은 1/2입니다,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is n/n^2?,What is n/n^2?,1/n,1/n,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is the P( ! B ) ?,P(! B )란 무엇인가요?,1 - P(B),1 - P(B),CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
What is the probability of at least 1 H in 3 flips?,3번의 플립 중 최소 1H의 확률은 얼마인가요?,1 - P(TTT) = 1 - 1/8 = 7/8,1 - P(TTT) = 1 - 1/8 = 7/8,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
"With a fair coin, what is the probability of getting exactly 1 H in 4 flips?",공정한 동전을 사용하면 4번의 동전 던지기에서 정확히 1H를 얻을 확률은 얼마인가요?,P(HTTT) + P(THTT) + P(TTHT) + P(TTTH) = 1/16 + 1/16 + 1/16 + 1/16 = 4/16 = 1/4,P(HTTT) + P(THTT) + P(TTHT) + P(TTTH) = 1/16 + 1/16 + 1/16 + 1/16 = 4/16 = 1/4,CS,2.5,2026-02-02 13:11:01,2026-02-02 13:11:01
